epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,2481.57,0.57658,0.40141,0.95798,0.95314,0.79024,0.87962,0.62639,1.04125,0.53899,1.26717,0.000207417,0.000207417,0.000207417
88,2509.71,0.57507,0.39861,0.96486,0.92478,0.82073,0.89307,0.62579,1.06439,0.53578,1.29745,0.000201527,0.000201527,0.000201527
89,2538.59,0.56926,0.39642,0.96049,0.91634,0.82523,0.88489,0.6372,1.00702,0.53662,1.25574,0.000195636,0.000195636,0.000195636
90,2566.66,0.55585,0.38417,0.9537,0.94207,0.7986,0.88055,0.62775,1.04509,0.5351,1.26984,0.000189745,0.000189745,0.000189745
91,2595.14,0.57255,0.39495,0.9606,0.96413,0.78255,0.87993,0.61995,1.04971,0.53854,1.28083,0.000183855,0.000183855,0.000183855
92,2623.6,0.56159,0.38784,0.955,0.93776,0.81515,0.88571,0.63007,1.05045,0.52984,1.29006,0.000177965,0.000177965,0.000177965
93,2652.09,0.55078,0.3774,0.95019,0.95651,0.81244,0.88444,0.62679,1.03709,0.52997,1.28082,0.000172074,0.000172074,0.000172074
94,2680.68,0.55011,0.37836,0.94856,0.95417,0.78651,0.88125,0.63256,1.02873,0.53604,1.25338,0.000166183,0.000166183,0.000166183
95,2709.18,0.54175,0.37497,0.94226,0.93044,0.79872,0.88394,0.6401,1.01227,0.55221,1.24868,0.000160293,0.000160293,0.000160293
96,2737.78,0.545,0.37928,0.94638,0.96988,0.79946,0.88333,0.62805,1.05595,0.52972,1.29626,0.000154403,0.000154403,0.000154403
97,2766.38,0.54866,0.37636,0.94683,0.95008,0.78933,0.87848,0.62872,1.04683,0.53139,1.29884,0.000148512,0.000148512,0.000148512
98,2794.9,0.54618,0.37465,0.9458,0.96117,0.80228,0.88582,0.6333,1.03806,0.53465,1.28406,0.000142621,0.000142621,0.000142621
99,2823.58,0.53616,0.36686,0.93909,0.96128,0.79461,0.88678,0.64051,1.02397,0.52514,1.27586,0.000136731,0.000136731,0.000136731
100,2851.32,0.52404,0.36357,0.93972,0.96097,0.79951,0.89042,0.63404,1.0275,0.5195,1.26839,0.000130841,0.000130841,0.000130841
101,2880.45,0.5263,0.36442,0.93927,0.96329,0.79533,0.88424,0.63496,1.02862,0.52645,1.2773,0.00012495,0.00012495,0.00012495
102,2908.01,0.525,0.36033,0.93801,0.94866,0.82217,0.89144,0.6408,1.01187,0.52428,1.25663,0.00011906,0.00011906,0.00011906
103,2936.47,0.52723,0.35988,0.94028,0.96359,0.81156,0.88699,0.6391,1.01865,0.53278,1.27243,0.000113169,0.000113169,0.000113169
104,2965.55,0.51514,0.35619,0.93129,0.92675,0.83285,0.89223,0.63762,1.01127,0.51281,1.28352,0.000107279,0.000107279,0.000107279
105,2993.78,0.5169,0.35715,0.93439,0.94602,0.82581,0.89064,0.6391,1.03319,0.53114,1.27874,0.000101388,0.000101388,0.000101388
106,3022.14,0.5095,0.35445,0.93271,0.92195,0.83019,0.89032,0.64031,1.00747,0.52613,1.27055,9.54975e-05,9.54975e-05,9.54975e-05
107,3051.35,0.51088,0.35213,0.93004,0.94208,0.81405,0.89155,0.64064,1.00408,0.49953,1.25266,8.9607e-05,8.9607e-05,8.9607e-05
108,3078.85,0.50797,0.34789,0.92943,0.95026,0.81557,0.88807,0.64311,0.9912,0.49828,1.24506,8.37165e-05,8.37165e-05,8.37165e-05
109,3107.55,0.50641,0.34906,0.9259,0.954,0.80635,0.88837,0.64645,0.99113,0.4967,1.24333,7.7826e-05,7.7826e-05,7.7826e-05
110,3136.02,0.49702,0.34511,0.92663,0.96272,0.81129,0.89191,0.64922,0.97914,0.51443,1.2344,7.19355e-05,7.19355e-05,7.19355e-05
111,3167.04,0.48981,0.29433,0.91289,0.96966,0.80336,0.88547,0.62863,1.03502,0.52984,1.29763,6.6045e-05,6.6045e-05,6.6045e-05
112,3194.09,0.47672,0.28745,0.90836,0.94922,0.79996,0.88107,0.63075,1.00649,0.52115,1.27393,6.01545e-05,6.01545e-05,6.01545e-05
113,3221.02,0.47528,0.28475,0.90582,0.97144,0.80173,0.88492,0.63424,0.99556,0.51583,1.25941,5.4264e-05,5.4264e-05,5.4264e-05
114,3248.12,0.46409,0.27582,0.89957,0.95625,0.80162,0.88472,0.63433,1.02195,0.52082,1.28028,4.83735e-05,4.83735e-05,4.83735e-05
115,3274.59,0.46208,0.27822,0.90059,0.94327,0.80545,0.88495,0.64447,1.01075,0.50625,1.27211,4.2483e-05,4.2483e-05,4.2483e-05
116,3301.39,0.45725,0.27377,0.89679,0.96615,0.79676,0.88639,0.64124,1.00844,0.50867,1.27531,3.65925e-05,3.65925e-05,3.65925e-05
117,3328.14,0.45683,0.27118,0.89878,0.94665,0.81639,0.88858,0.64297,1.00623,0.5014,1.28332,3.0702e-05,3.0702e-05,3.0702e-05
118,3354.97,0.45402,0.27154,0.8958,0.95579,0.80588,0.89098,0.64946,0.99423,0.49976,1.26671,2.48115e-05,2.48115e-05,2.48115e-05
119,3381.03,0.44787,0.27025,0.89877,0.96734,0.80173,0.89149,0.6449,0.99891,0.49724,1.27129,1.8921e-05,1.8921e-05,1.8921e-05
120,3407.75,0.44384,0.26798,0.8931,0.96319,0.80713,0.89282,0.64928,0.99266,0.49609,1.26729,1.30305e-05,1.30305e-05,1.30305e-05
